"model_name","parent_class_id","parent_id","parent_name","collection_id","collection_name","category_id","category_name","category_rank","child_id","child_name","property_id","property_name","band_id","timeslice_name","sample_name","_date","period_id","value","unit_id","unit_name","interval_id","phase_id","phase_name"
"Year DA","0","0","","1","Generator","8","Nuclear","5","0","","1","Generation","1","All Periods","Mean","1/1/2024 12:00:00 AM","1","617.1996194769","2","GWh","1","4","ST Schedule"
"Year DA","0","0","","1","Generator","8","Nuclear","5","0","","1","Generation","1","All Periods","Mean","2/1/2024 12:00:00 AM","2","608.05643630872","2","GWh","2","4","ST Schedule"
"Year DA","0","0","","1","Generator","8","Nuclear","5","0","","1","Generation","1","All Periods","Mean","3/1/2024 12:00:00 AM","3","673.41285214426","2","GWh","3","4","ST Schedule"
"Year DA","0","0","","1","Generator","8","Nuclear","5","0","","1","Generation","1","All Periods","Mean","4/1/2024 12:00:00 AM","4","623.55604703564","2","GWh","4","4","ST Schedule"
"Year DA","0","0","","1","Generator","8","Nuclear","5","0","","1","Generation","1","All Periods","Mean","5/1/2024 12:00:00 AM","5","876.62252861263","2","GWh","5","4","ST Schedule"
"Year DA","0","0","","1","Generator","8","Nuclear","5","0","","1","Generation","1","All Periods","Mean","6/1/2024 12:00:00 AM","6","1003.60347745491","2","GWh","6","4","ST Schedule"
"Year DA","0","0","","1","Generator","8","Nuclear","5","0","","1","Generation","1","All Periods","Mean","7/1/2024 12:00:00 AM","7","1233.79848592504","2","GWh","7","4","ST Schedule"
"Year DA","0","0","","1","Generator","8","Nuclear","5","0","","1","Generation","1","All Periods","Mean","8/1/2024 12:00:00 AM","8","1117.55218043657","2","GWh","8","4","ST Schedule"
"Year DA","0","0","","1","Generator","8","Nuclear","5","0","","1","Generation","1","All Periods","Mean","9/1/2024 12:00:00 AM","9","1109.75807571436","2","GWh","9","4","ST Schedule"
"Year DA","0","0","","1","Generator","8","Nuclear","5","0","","1","Generation","1","All Periods","Mean","10/1/2024 12:00:00 AM","10","746.81261317048","2","GWh","10","4","ST Schedule"
"Year DA","0","0","","1","Generator","8","Nuclear","5","0","","1","Generation","1","All Periods","Mean","11/1/2024 12:00:00 AM","11","602.8730208384","2","GWh","11","4","ST Schedule"
"Year DA","0","0","","1","Generator","8","Nuclear","5","0","","1","Generation","1","All Periods","Mean","12/1/2024 12:00:00 AM","12","681.88220517028","2","GWh","12","4","ST Schedule"
"Year DA","0","0","","1","Generator","9","Oil/CT","6","0","","1","Generation","1","All Periods","Mean","1/1/2024 12:00:00 AM","1","0.01182329556","2","GWh","1","4","ST Schedule"
"Year DA","0","0","","1","Generator","9","Oil/CT","6","0","","1","Generation","1","All Periods","Mean","2/1/2024 12:00:00 AM","2","0.06342300719","2","GWh","2","4","ST Schedule"
"Year DA","0","0","","1","Generator","9","Oil/CT","6","0","","1","Generation","1","All Periods","Mean","3/1/2024 12:00:00 AM","3","0.0635","2","GWh","3","4","ST Schedule"
"Year DA","0","0","","1","Generator","9","Oil/CT","6","0","","1","Generation","1","All Periods","Mean","4/1/2024 12:00:00 AM","4","0.88939999999","2","GWh","4","4","ST Schedule"
"Year DA","0","0","","1","Generator","9","Oil/CT","6","0","","1","Generation","1","All Periods","Mean","5/1/2024 12:00:00 AM","5","0.17997635223","2","GWh","5","4","ST Schedule"
"Year DA","0","0","","1","Generator","9","Oil/CT","6","0","","1","Generation","1","All Periods","Mean","6/1/2024 12:00:00 AM","6","1.25589455852","2","GWh","6","4","ST Schedule"
"Year DA","0","0","","1","Generator","9","Oil/CT","6","0","","1","Generation","1","All Periods","Mean","7/1/2024 12:00:00 AM","7","5.27174353695","2","GWh","7","4","ST Schedule"
"Year DA","0","0","","1","Generator","9","Oil/CT","6","0","","1","Generation","1","All Periods","Mean","8/1/2024 12:00:00 AM","8","7.8539995721","2","GWh","8","4","ST Schedule"
"Year DA","0","0","","1","Generator","9","Oil/CT","6","0","","1","Generation","1","All Periods","Mean","9/1/2024 12:00:00 AM","9","0.98399324844","2","GWh","9","4","ST Schedule"
"Year DA","0","0","","1","Generator","9","Oil/CT","6","0","","1","Generation","1","All Periods","Mean","10/1/2024 12:00:00 AM","10","1.12019983543","2","GWh","10","4","ST Schedule"
"Year DA","0","0","","1","Generator","9","Oil/CT","6","0","","1","Generation","1","All Periods","Mean","11/1/2024 12:00:00 AM","11","0.008","2","GWh","11","4","ST Schedule"
"Year DA","0","0","","1","Generator","9","Oil/CT","6","0","","1","Generation","1","All Periods","Mean","12/1/2024 12:00:00 AM","12","0","2","GWh","12","4","ST Schedule"
"Year DA","0","0","","1","Generator","10","Oil/Steam","7","0","","1","Generation","1","All Periods","Mean","1/1/2024 12:00:00 AM","1","0.026","2","GWh","1","4","ST Schedule"
"Year DA","0","0","","1","Generator","10","Oil/Steam","7","0","","1","Generation","1","All Periods","Mean","2/1/2024 12:00:00 AM","2","0","2","GWh","2","4","ST Schedule"
"Year DA","0","0","","1","Generator","10","Oil/Steam","7","0","","1","Generation","1","All Periods","Mean","3/1/2024 12:00:00 AM","3","0","2","GWh","3","4","ST Schedule"
"Year DA","0","0","","1","Generator","10","Oil/Steam","7","0","","1","Generation","1","All Periods","Mean","4/1/2024 12:00:00 AM","4","0","2","GWh","4","4","ST Schedule"
"Year DA","0","0","","1","Generator","10","Oil/Steam","7","0","","1","Generation","1","All Periods","Mean","5/1/2024 12:00:00 AM","5","0.04","2","GWh","5","4","ST Schedule"
"Year DA","0","0","","1","Generator","10","Oil/Steam","7","0","","1","Generation","1","All Periods","Mean","6/1/2024 12:00:00 AM","6","0.02314776727","2","GWh","6","4","ST Schedule"
"Year DA","0","0","","1","Generator","10","Oil/Steam","7","0","","1","Generation","1","All Periods","Mean","7/1/2024 12:00:00 AM","7","1.04125130935","2","GWh","7","4","ST Schedule"
"Year DA","0","0","","1","Generator","10","Oil/Steam","7","0","","1","Generation","1","All Periods","Mean","8/1/2024 12:00:00 AM","8","3.11978902024","2","GWh","8","4","ST Schedule"
"Year DA","0","0","","1","Generator","10","Oil/Steam","7","0","","1","Generation","1","All Periods","Mean","9/1/2024 12:00:00 AM","9","0.09245","2","GWh","9","4","ST Schedule"
"Year DA","0","0","","1","Generator","10","Oil/Steam","7","0","","1","Generation","1","All Periods","Mean","10/1/2024 12:00:00 AM","10","0.1199","2","GWh","10","4","ST Schedule"
"Year DA","0","0","","1","Generator","10","Oil/Steam","7","0","","1","Generation","1","All Periods","Mean","11/1/2024 12:00:00 AM","11","0","2","GWh","11","4","ST Schedule"
"Year DA","0","0","","1","Generator","10","Oil/Steam","7","0","","1","Generation","1","All Periods","Mean","12/1/2024 12:00:00 AM","12","0","2","GWh","12","4","ST Schedule"
"Year DA","0","0","","1","Generator","11","PV","8","0","","1","Generation","1","All Periods","Mean","1/1/2024 12:00:00 AM","1","289.9076187152","2","GWh","1","4","ST Schedule"
"Year DA","0","0","","1","Generator","11","PV","8","0","","1","Generation","1","All Periods","Mean","2/1/2024 12:00:00 AM","2","305.61476706138","2","GWh","2","4","ST Schedule"
"Year DA","0","0","","1","Generator","11","PV","8","0","","1","Generation","1","All Periods","Mean","3/1/2024 12:00:00 AM","3","324.22341965176","2","GWh","3","4","ST Schedule"
"Year DA","0","0","","1","Generator","11","PV","8","0","","1","Generation","1","All Periods","Mean","4/1/2024 12:00:00 AM","4","364.56691387452","2","GWh","4","4","ST Schedule"
"Year DA","0","0","","1","Generator","11","PV","8","0","","1","Generation","1","All Periods","Mean","5/1/2024 12:00:00 AM","5","418.4768533502","2","GWh","5","4","ST Schedule"
"Year DA","0","0","","1","Generator","11","PV","8","0","","1","Generation","1","All Periods","Mean","6/1/2024 12:00:00 AM","6","399.52760677255","2","GWh","6","4","ST Schedule"
"Year DA","0","0","","1","Generator","11","PV","8","0","","1","Generation","1","All Periods","Mean","7/1/2024 12:00:00 AM","7","371.53031469659","2","GWh","7","4","ST Schedule"
"Year DA","0","0","","1","Generator","11","PV","8","0","","1","Generation","1","All Periods","Mean","8/1/2024 12:00:00 AM","8","382.1264688697","2","GWh","8","4","ST Schedule"
"Year DA","0","0","","1","Generator","11","PV","8","0","","1","Generation","1","All Periods","Mean","9/1/2024 12:00:00 AM","9","359.89882994514","2","GWh","9","4","ST Schedule"
"Year DA","0","0","","1","Generator","11","PV","8","0","","1","Generation","1","All Periods","Mean","10/1/2024 12:00:00 AM","10","338.44415852182","2","GWh","10","4","ST Schedule"
"Year DA","0","0","","1","Generator","11","PV","8","0","","1","Generation","1","All Periods","Mean","11/1/2024 12:00:00 AM","11","275.93806667194","2","GWh","11","4","ST Schedule"
"Year DA","0","0","","1","Generator","11","PV","8","0","","1","Generation","1","All Periods","Mean","12/1/2024 12:00:00 AM","12","268.03501744232","2","GWh","12","4","ST Schedule"
"Year DA","0","0","","1","Generator","12","RTPV","9","0","","1","Generation","1","All Periods","Mean","1/1/2024 12:00:00 AM","1","153.17244322434","2","GWh","1","4","ST Schedule"
"Year DA","0","0","","1","Generator","12","RTPV","9","0","","1","Generation","1","All Periods","Mean","2/1/2024 12:00:00 AM","2","155.18396821257","2","GWh","2","4","ST Schedule"
"Year DA","0","0","","1","Generator","12","RTPV","9","0","","1","Generation","1","All Periods","Mean","3/1/2024 12:00:00 AM","3","148.26588885555","2","GWh","3","4","ST Schedule"
"Year DA","0","0","","1","Generator","12","RTPV","9","0","","1","Generation","1","All Periods","Mean","4/1/2024 12:00:00 AM","4","149.07911235093","2","GWh","4","4","ST Schedule"
"Year DA","0","0","","1","Generator","12","RTPV","9","0","","1","Generation","1","All Periods","Mean","5/1/2024 12:00:00 AM","5","222.16068060674","2","GWh","5","4","ST Schedule"
"Year DA","0","0","","1","Generator","12","RTPV","9","0","","1","Generation","1","All Periods","Mean","6/1/2024 12:00:00 AM","6","221.7472790663","2","GWh","6","4","ST Schedule"
"Year DA","0","0","","1","Generator","12","RTPV","9","0","","1","Generation","1","All Periods","Mean","7/1/2024 12:00:00 AM","7","214.3","2","GWh","7","4","ST Schedule"
"Year DA","0","0","","1","Generator","12","RTPV","9","0","","1","Generation","1","All Periods","Mean","8/1/2024 12:00:00 AM","8","200.3551","2","GWh","8","4","ST Schedule"
"Year DA","0","0","","1","Generator","12","RTPV","9","0","","1","Generation","1","All Periods","Mean","9/1/2024 12:00:00 AM","9","192.55268","2","GWh","9","4","ST Schedule"
"Year DA","0","0","","1","Generator","12","RTPV","9","0","","1","Generation","1","All Periods","Mean","10/1/2024 12:00:00 AM","10","170.94106231244","2","GWh","10","4","ST Schedule"
"Year DA","0","0","","1","Generator","12","RTPV","9","0","","1","Generation","1","All Periods","Mean","11/1/2024 12:00:00 AM","11","150.9969261964","2","GWh","11","4","ST Schedule"
"Year DA","0","0","","1","Generator","12","RTPV","9","0","","1","Generation","1","All Periods","Mean","12/1/2024 12:00:00 AM","12","141.53070310538","2","GWh","12","4","ST Schedule"
"Year DA","0","0","","1","Generator","14","Wind","11","0","","1","Generation","1","All Periods","Mean","1/1/2024 12:00:00 AM","1","987.4443460693","2","GWh","1","4","ST Schedule"
"Year DA","0","0","","1","Generator","14","Wind","11","0","","1","Generation","1","All Periods","Mean","2/1/2024 12:00:00 AM","2","576.395022842","2","GWh","2","4","ST Schedule"
"Year DA","0","0","","1","Generator","14","Wind","11","0","","1","Generation","1","All Periods","Mean","3/1/2024 12:00:00 AM","3","590.52525632033","2","GWh","3","4","ST Schedule"
"Year DA","0","0","","1","Generator","14","Wind","11","0","","1","Generation","1","All Periods","Mean","4/1/2024 12:00:00 AM","4","462.33341255054","2","GWh","4","4","ST Schedule"
"Year DA","0","0","","1","Generator","14","Wind","11","0","","1","Generation","1","All Periods","Mean","5/1/2024 12:00:00 AM","5","394.74836173671","2","GWh","5","4","ST Schedule"
"Year DA","0","0","","1","Generator","14","Wind","11","0","","1","Generation","1","All Periods","Mean","6/1/2024 12:00:00 AM","6","330.04834814437","2","GWh","6","4","ST Schedule"
"Year DA","0","0","","1","Generator","14","Wind","11","0","","1","Generation","1","All Periods","Mean","7/1/2024 12:00:00 AM","7","278.28035436239","2","GWh","7","4","ST Schedule"
"Year DA","0","0","","1","Generator","14","Wind","11","0","","1","Generation","1","All Periods","Mean","8/1/2024 12:00:00 AM","8","254.75599017372","2","GWh","8","4","ST Schedule"
"Year DA","0","0","","1","Generator","14","Wind","11","0","","1","Generation","1","All Periods","Mean","9/1/2024 12:00:00 AM","9","315.557528591","2","GWh","9","4","ST Schedule"
"Year DA","0","0","","1","Generator","14","Wind","11","0","","1","Generation","1","All Periods","Mean","10/1/2024 12:00:00 AM","10","358.75169978676","2","GWh","10","4","ST Schedule"
"Year DA","0","0","","1","Generator","14","Wind","11","0","","1","Generation","1","All Periods","Mean","11/1/2024 12:00:00 AM","11","861.08821743405","2","GWh","11","4","ST Schedule"
"Year DA","0","0","","1","Generator","14","Wind","11","0","","1","Generation","1","All Periods","Mean","12/1/2024 12:00:00 AM","12","606.54837822223","2","GWh","12","4","ST Schedule"
"Year DA","1","1","System","2","Fuel","18","-","0","162","Coal/Steam","298","Price","1","All Periods","Mean","1/1/2024 12:00:00 AM","1","2.11399","29","$/MMBtu","1","4","ST Schedule"
"Year DA","1","1","System","2","Fuel","18","-","0","162","Coal/Steam","298","Price","1","All Periods","Mean","2/1/2024 12:00:00 AM","2","2.11399","29","$/MMBtu","2","4","ST Schedule"
"Year DA","1","1","System","2","Fuel","18","-","0","162","Coal/Steam","298","Price","1","All Periods","Mean","3/1/2024 12:00:00 AM","3","4.22797999999999","29","$/MMBtu","3","4","ST Schedule"
"Year DA","1","1","System","2","Fuel","18","-","0","162","Coal/Steam","298","Price","1","All Periods","Mean","4/1/2024 12:00:00 AM","4","4.22797999999999","29","$/MMBtu","4","4","ST Schedule"
"Year DA","1","1","System","2","Fuel","18","-","0","162","Coal/Steam","298","Price","1","All Periods","Mean","5/1/2024 12:00:00 AM","5","4.22798000000002","29","$/MMBtu","5","4","ST Schedule"
"Year DA","1","1","System","2","Fuel","18","-","0","162","Coal/Steam","298","Price","1","All Periods","Mean","6/1/2024 12:00:00 AM","6","4.22797999999999","29","$/MMBtu","6","4","ST Schedule"
"Year DA","1","1","System","2","Fuel","18","-","0","162","Coal/Steam","298","Price","1","All Periods","Mean","7/1/2024 12:00:00 AM","7","4.22798","29","$/MMBtu","7","4","ST Schedule"
"Year DA","1","1","System","2","Fuel","18","-","0","162","Coal/Steam","298","Price","1","All Periods","Mean","8/1/2024 12:00:00 AM","8","4.22798","29","$/MMBtu","8","4","ST Schedule"
"Year DA","1","1","System","2","Fuel","18","-","0","162","Coal/Steam","298","Price","1","All Periods","Mean","9/1/2024 12:00:00 AM","9","4.22798","29","$/MMBtu","9","4","ST Schedule"
"Year DA","1","1","System","2","Fuel","18","-","0","162","Coal/Steam","298","Price","1","All Periods","Mean","10/1/2024 12:00:00 AM","10","4.22797999999999","29","$/MMBtu","10","4","ST Schedule"
"Year DA","1","1","System","2","Fuel","18","-","0","162","Coal/Steam","298","Price","1","All Periods","Mean","11/1/2024 12:00:00 AM","11","4.22798000000001","29","$/MMBtu","11","4","ST Schedule"
"Year DA","1","1","System","2","Fuel","18","-","0","162","Coal/Steam","298","Price","1","All Periods","Mean","12/1/2024 12:00:00 AM","12","4.22798","29","$/MMBtu","12","4","ST Schedule"
"Year DA","1","1","System","2","Fuel","18","-","0","162","Coal/Steam","301","Time-weighted Price","1","All Periods","Mean","1/1/2024 12:00:00 AM","1","2.11399","29","$/MMBtu","1","4","ST Schedule"
"Year DA","1","1","System","2","Fuel","18","-","0","162","Coal/Steam","301","Time-weighted Price","1","All Periods","Mean","2/1/2024 12:00:00 AM","2","2.11399","29","$/MMBtu","2","4","ST Schedule"
"Year DA","1","1","System","2","Fuel","18","-","0","162","Coal/Steam","301","Time-weighted Price","1","All Periods","Mean","3/1/2024 12:00:00 AM","3","4.22798","29","$/MMBtu","3","4","ST Schedule"
"Year DA","1","1","System","2","Fuel","18","-","0","162","Coal/Steam","301","Time-weighted Price","1","All Periods","Mean","4/1/2024 12:00:00 AM","4","4.22798","29","$/MMBtu","4","4","ST Schedule"
"Year DA","1","1","System","2","Fuel","18","-","0","162","Coal/Steam","301","Time-weighted Price","1","All Periods","Mean","5/1/2024 12:00:00 AM","5","4.22798","29","$/MMBtu","5","4","ST Schedule"
"Year DA","1","1","System","2","Fuel","18","-","0","162","Coal/Steam","301","Time-weighted Price","1","All Periods","Mean","6/1/2024 12:00:00 AM","6","4.22798","29","$/MMBtu","6","4","ST Schedule"
"Year DA","1","1","System","2","Fuel","18","-","0","162","Coal/Steam","301","Time-weighted Price","1","All Periods","Mean","7/1/2024 12:00:00 AM","7","4.22798","29","$/MMBtu","7","4","ST Schedule"
"Year DA","1","1","System","2","Fuel","18","-","0","162","Coal/Steam","301","Time-weighted Price","1","All Periods","Mean","8/1/2024 12:00:00 AM","8","4.22798","29","$/MMBtu","8","4","ST Schedule"
"Year DA","1","1","System","2","Fuel","18","-","0","162","Coal/Steam","301","Time-weighted Price","1","All Periods","Mean","9/1/2024 12:00:00 AM","9","4.22798","29","$/MMBtu","9","4","ST Schedule"
"Year DA","1","1","System","2","Fuel","18","-","0","162","Coal/Steam","301","Time-weighted Price","1","All Periods","Mean","10/1/2024 12:00:00 AM","10","4.22798","29","$/MMBtu","10","4","ST Schedule"
"Year DA","1","1","System","2","Fuel","18","-","0","162","Coal/Steam","301","Time-weighted Price","1","All Periods","Mean","11/1/2024 12:00:00 AM","11","4.22798","29","$/MMBtu","11","4","ST Schedule"
"Year DA","1","1","System","2","Fuel","18","-","0","162","Coal/Steam","301","Time-weighted Price","1","All Periods","Mean","12/1/2024 12:00:00 AM","12","4.22798","29","$/MMBtu","12","4","ST Schedule"
"Year DA","1","1","System","2","Fuel","18","-","0","162","Coal/Steam","302","Offtake","1","All Periods","Mean","1/1/2024 12:00:00 AM","1","7921.13340355722","18","GBtu","1","4","ST Schedule"
"Year DA","1","1","System","2","Fuel","18","-","0","162","Coal/Steam","302","Offtake","1","All Periods","Mean","2/1/2024 12:00:00 AM","2","7040.9131747916","18","GBtu","2","4","ST Schedule"
"Year DA","1","1","System","2","Fuel","18","-","0","162","Coal/Steam","302","Offtake","1","All Periods","Mean","3/1/2024 12:00:00 AM","3","7312.31638965099","18","GBtu","3","4","ST Schedule"
"Year DA","1","1","System","2","Fuel","18","-","0","162","Coal/Steam","302","Offtake","1","All Periods","Mean","4/1/2024 12:00:00 AM","4","8627.71392477887","18","GBtu","4","4","ST Schedule"
"Year DA","1","1","System","2","Fuel","18","-","0","162","Coal/Steam","302","Offtake","1","All Periods","Mean","5/1/2024 12:00:00 AM","5","11911.4777463205","18","GBtu","5","4","ST Schedule"
"Year DA","1","1","System","2","Fuel","18","-","0","162","Coal/Steam","302","Offtake","1","All Periods","Mean","6/1/2024 12:00:00 AM","6","14482.8260648947","18","GBtu","6","4","ST Schedule"
